0.001000
-0.034580	-0.088447	0.059822	2.163725	1.976556	-0.038122	0.195454	1.921201	1.695391	2.367068	0.048224	1.939050	-0.144561	0.200687	3.709634	
-0.200692	-0.054127	-0.036538	1.956839	2.094095	-0.397750	-0.149926	2.048718	2.026201	1.859662	-0.186700	1.949031	0.203964	0.200783	4.056108	
-0.034014	-0.143206	-0.005104	2.083184	1.748971	0.114466	-0.374177	2.005364	1.873276	1.921262	-0.002525	1.965759	-0.140886	-0.006098	4.170609	
0.228042	0.014201	0.047030	1.992346	2.018124	0.177846	-0.012672	1.889991	2.037481	2.138704	-0.418654	2.155507	-0.220078	0.078500	4.158132	
-0.154418	-0.352491	0.192236	2.061221	2.182551	-0.267602	-0.053662	1.712848	2.315122	1.941013	0.303763	1.658360	0.206352	-0.280276	4.118826	
-0.106994	0.073039	-0.178682	2.063468	1.787899	-0.026713	0.206082	2.084747	1.830282	1.863508	-0.068820	2.244131	-0.292250	0.133668	3.916825	
-0.114072	-0.215700	0.037761	1.838600	1.936594	-0.117891	-0.132806	2.092147	1.778273	2.218448	-0.237635	1.914091	-0.059688	-0.203145	4.250187	
-0.448818	0.062905	-0.317519	1.591053	1.932392	0.026608	-0.843379	2.113438	2.025675	1.716642	-0.089130	2.157863	-0.067798	-0.013569	4.089534	
0.230517	-0.255910	-0.040532	2.018837	2.176739	0.089818	0.030548	2.031107	2.042981	1.819403	0.119622	2.025624	0.028282	-0.233943	3.740131	
-0.134869	0.036812	0.345821	1.863480	1.694067	-0.146781	-0.433187	1.738365	2.015822	2.420345	-0.097054	1.746149	0.000234	-0.195514	3.925448	
0.043601	-0.342916	-0.118653	1.689271	1.935776	0.028405	-0.283963	1.865490	2.319487	1.966566	-0.366862	1.685047	0.289211	-0.488074	3.733893	
-0.208665	-0.055123	-0.145781	1.972568	1.895864	-0.233343	-0.045997	1.916406	1.710074	1.790257	-0.156459	1.951170	-0.496867	-0.163518	3.651576	
-0.344090	-0.219067	0.089456	1.719048	2.280542	-0.259867	-0.279742	2.326701	1.720348	1.484244	0.102371	1.605371	-0.341785	-0.065411	4.096666	
-0.152271	0.148492	-0.844611	1.883522	1.446336	-0.017732	-0.112542	2.166289	1.763231	1.884342	-0.412928	2.204594	0.047954	-0.122023	3.916443	
-0.012238	-0.302506	-0.093328	2.112449	1.859169	-0.113345	0.003865	1.416492	1.488737	2.041691	-0.499392	1.602012	-0.118168	-0.401524	3.670186	
-0.156810	-0.534622	-0.316289	1.539256	1.901784	-0.109210	-0.060329	2.148958	2.264375	1.773798	0.033798	2.086133	0.072324	-0.106628	4.019512	
-0.311654	-0.452731	0.016965	1.789631	1.760965	-0.201313	-0.395680	1.567959	1.932151	1.600335	-0.470014	1.793597	-0.555620	-0.019548	4.148842	
-0.397980	-0.477214	0.338167	1.851080	1.944554	-0.574975	0.106943	1.763447	1.488564	2.120066	-0.085177	1.446787	-0.191087	-0.602490	3.410717	
0.391907	-0.249801	-0.053776	2.094458	2.369823	-0.158309	0.173212	1.712442	1.780368	1.944317	-0.250665	1.967865	-0.036220	-0.496572	4.072923	
-0.069958	-0.000434	0.266964	1.790515	1.924303	-0.153085	-0.141623	1.827164	2.129142	2.012627	-0.047322	2.035109	-0.347205	-0.016611	4.474294	
-0.370909	-0.408716	-0.264966	1.728654	1.762047	-0.239353	-0.391610	2.125926	1.871494	1.936595	0.119528	2.000277	0.005502	-0.299507	4.139106	
0.012903	0.081964	-0.328840	1.406737	2.221333	-0.100174	-0.521160	1.851341	1.861825	1.747012	-0.274567	1.755363	-0.314130	-0.152694	3.601292	
-0.644015	-0.596572	-0.160754	1.638432	2.071161	-0.320966	-0.441086	1.730222	1.725549	1.904792	-0.193182	1.805341	-0.308411	0.112197	3.825132	
-0.394903	-0.448476	-0.297678	1.921463	1.924957	-0.311485	-0.119621	1.929804	1.657654	1.747736	-0.105377	1.693293	-0.344180	-0.021066	3.631673	
-0.231259	0.120629	-0.016032	1.785119	1.637423	-0.163683	-0.314247	1.935853	1.763326	1.349953	-0.153599	2.056437	-0.085855	-0.068727	4.222063	
-0.348523	-0.471582	0.057303	1.767354	2.112162	0.004878	-0.287042	1.789821	2.356585	1.421631	-0.462963	1.469485	-0.762961	-0.151222	4.528007	
-0.304338	0.034096	-0.036509	1.543433	1.760459	-0.409130	-0.389380	1.925976	1.716609	1.997597	0.096665	1.810743	0.033874	-0.318176	3.691193	
-0.631679	-0.065929	-0.160222	1.800838	1.745746	-0.230385	-0.005127	1.759838	1.566886	2.322433	-0.243354	2.011484	-0.001442	-0.427544	4.215859	
-0.267364	0.091165	-0.247705	1.583886	2.077048	0.031772	0.140821	2.115171	2.039435	1.838137	-0.080368	1.716937	0.034083	-0.170121	4.027251	
-0.420380	-0.170050	-0.542601	1.924343	1.735927	0.007300	0.297247	1.651381	1.857251	2.178799	-0.260556	1.990408	-0.032760	-0.031576	4.173212	
0.048802	-0.438435	0.169089	2.032328	1.522205	-0.340482	-0.212943	1.882193	1.746548	1.938748	-0.364021	2.319807	-0.140834	-0.939993	4.292595	
-0.108045	-0.629279	0.169827	1.543672	1.920580	0.075899	-0.704544	1.619660	1.958208	1.613203	-0.064117	1.995431	-0.812135	-0.268443	3.841376	
-0.489970	-0.887977	-0.504852	1.648304	1.433061	-0.366618	-0.035774	1.959727	1.739480	1.459676	-0.809128	1.655360	-0.395993	-0.329790	3.768588	
-0.263164	-0.341885	-0.162913	1.671306	1.379179	-0.365181	-0.104956	1.907017	1.797918	1.873115	-0.358126	1.560686	-0.376278	-0.285220	4.190561	
-0.198308	-0.289786	-0.065258	1.939280	1.978985	-0.359823	-0.179894	1.512614	2.435009	1.866003	-0.165905	1.890835	-0.124322	-0.333442	4.514818	
-0.606056	0.117140	-0.254056	1.748175	1.886875	0.182144	-0.425399	2.255891	1.726592	1.540199	-0.592224	2.179716	-0.292162	0.035992	3.935861	
0.210336	-0.276583	-0.104572	2.120275	1.968600	-0.013607	-0.281007	1.854222	1.906452	2.192955	-0.139968	1.981550	-0.096942	-0.517160	3.743587	
0.000307	-0.390816	-0.322052	2.043123	1.881156	-0.131172	-0.089522	1.766762	1.614319	2.140319	-0.360681	1.920890	0.180922	-0.233166	4.107777	
-0.183666	-0.205974	-0.483736	2.055622	1.561062	-0.580583	-0.177148	2.257016	1.707504	1.643786	0.011359	2.220549	-0.779004	0.202543	3.831880	
-0.607870	-0.186338	-0.283219	1.816477	1.742649	-0.584387	-0.275902	2.266302	2.055779	1.623277	-0.336913	1.193994	-0.313467	-0.216400	3.696751	
0.331075	-0.033639	-0.544142	2.014831	2.176620	-0.557596	-0.209575	1.994885	1.710338	1.800099	-0.127532	2.028528	-0.371227	-0.670597	3.930490	
-0.323039	-0.282062	-0.135552	1.522711	2.119864	-0.178120	-0.254290	1.850431	1.782031	2.189182	-0.067775	1.529525	-0.205325	-0.568931	3.407252	
-0.410754	-0.255955	-0.347305	1.145105	1.813779	-0.609479	-0.219444	1.859825	2.040899	1.849950	-0.427395	2.065907	-0.123429	-0.251124	4.156435	
0.136340	-0.665197	0.152171	1.112401	1.726003	-0.538691	-0.264082	1.656671	1.857148	2.109253	-0.556219	1.899882	-0.143920	0.140981	4.069599	
-0.194977	-0.030094	0.171007	2.236730	1.717326	0.194966	0.121031	1.578341	2.139315	1.943281	-0.368340	1.777433	-0.142785	-0.329364	3.948769	
-0.422973	-0.423102	-0.329711	2.035906	1.833375	-0.209611	-0.346906	1.710143	1.671593	1.688790	-0.495303	1.971304	-0.328532	-0.590198	4.129367	
-0.299750	-0.493644	-0.191472	1.744953	1.923248	-0.626208	-0.546243	2.251037	1.549740	1.474565	-0.180273	1.840334	-0.490784	-0.176076	3.735493	
-0.721661	0.166025	0.015175	1.827608	1.744502	-0.287659	-0.750632	1.909430	1.598034	2.364157	-0.578814	1.399352	0.104746	-0.012059	3.091491	
0.382210	-0.480148	-0.729391	1.507735	1.827059	0.329910	-0.373371	2.587948	1.990730	1.729543	-0.448621	1.718653	-0.277640	0.005940	3.842502	
-0.097641	0.123944	-0.142310	2.271218	2.092743	-0.553357	0.084686	1.818068	1.856401	1.983933	-0.126438	1.824173	-0.493547	-0.302682	3.710225	
0.047135	-0.382968	-0.520151	1.638970	1.844145	-0.026311	-0.154994	1.843548	2.054758	2.099322	-0.210567	1.890350	-0.474392	-0.625926	3.874811	
-0.759622	0.010595	-0.385724	1.949426	1.836886	0.099432	-0.295023	1.629194	2.316873	1.652880	-0.240989	1.694259	-0.224911	-0.780429	4.353196	
-0.349788	-0.525437	0.073635	1.784260	1.711182	-0.789531	-0.736168	1.702983	1.751335	1.669171	-0.085461	1.740277	-0.236405	-0.230883	3.599830	
-0.371666	-0.209992	-0.414340	1.492603	1.830515	-0.760111	-0.168023	2.040793	2.026794	1.908257	-0.027568	1.313732	-0.201037	-0.277581	3.673318	
-0.610012	-0.604494	-0.534964	1.749790	1.547978	-0.244708	-0.211608	1.331990	1.361930	2.001328	-0.248912	2.111191	0.026716	-0.208160	4.104873	
-0.449077	-0.276501	-0.276664	2.221405	1.140123	-0.006158	0.082570	1.654928	1.638559	2.143929	-0.533346	2.134296	-0.096077	-0.291981	3.920526	
