99.8
10000
0.001000	0.055148	0.317174
0.002000	0.055459	0.318097
0.003000	0.055782	0.273211
0.004000	0.055996	0.204630
0.005000	0.056167	0.108095
0.006000	0.056221	0.071171
0.007000	0.056239	0.027146
0.008000	0.056215	0.010413
0.009000	0.056222	-0.060348
0.010000	0.056143	-0.155429
0.011000	0.055991	-0.141817
0.012000	0.055804	-0.178524
0.013000	0.055646	-0.211683
0.014000	0.055407	-0.274516
0.015000	0.055190	-0.197492
0.016000	0.054991	-0.202091
0.017000	0.054777	-0.141747
0.018000	0.054623	-0.164998
0.019000	0.054428	-0.263476
0.020000	0.054151	-0.351642
0.021000	0.053778	-0.380097
0.022000	0.053359	-0.394753
0.023000	0.052898	-0.460893
0.024000	0.052431	-0.472607
0.025000	0.051955	-0.465134
0.026000	0.051454	-0.472885
0.027000	0.050970	-0.486840
0.028000	0.050446	-0.503422
0.029000	0.049886	-0.625757
0.030000	0.049260	-0.678228
0.031000	0.048571	-0.709463
0.032000	0.047852	-0.698477
0.033000	0.047148	-0.770477
0.034000	0.046374	-0.805400
0.035000	0.045638	-0.725309
0.036000	0.044880	-0.720536
0.037000	0.044128	-0.788457
0.038000	0.043335	-0.809553
0.039000	0.042561	-0.776031
0.040000	0.041820	-0.771726
0.041000	0.041030	-0.742026
0.042000	0.040324	-0.723652
0.043000	0.039614	-0.725535
0.044000	0.038841	-0.719344
0.045000	0.038143	-0.683646
0.046000	0.037477	-0.646466
0.047000	0.036862	-0.592683
0.048000	0.036256	-0.580099
0.049000	0.035698	-0.520403
0.050000	0.035185	-0.528303
0.051000	0.034628	-0.569753
0.052000	0.034084	-0.573176
0.053000	0.033496	-0.607204
0.054000	0.032886	-0.561535
0.055000	0.032305	-0.600582
0.056000	0.031677	-0.607664
0.057000	0.031054	-0.590194
0.058000	0.030483	-0.618190
0.059000	0.029891	-0.589760
0.060000	0.029377	-0.518056
0.061000	0.028836	-0.476497
0.062000	0.028319	-0.508372
0.063000	0.027857	-0.506142
0.064000	0.027378	-0.481312
0.065000	0.026883	-0.450235
0.066000	0.026439	-0.391479
0.067000	0.026041	-0.435787
0.068000	0.025662	-0.384572
0.069000	0.025279	-0.374913
0.070000	0.024972	-0.357045
0.071000	0.024634	-0.312537
0.072000	0.024330	-0.317389
0.073000	0.023987	-0.340851
0.074000	0.023659	-0.334664
0.075000	0.023310	-0.393814
0.076000	0.022936	-0.394555
0.077000	0.022554	-0.356272
0.078000	0.022193	-0.379897
0.079000	0.021773	-0.388948
0.080000	0.021437	-0.324560
0.081000	0.021137	-0.340692
0.082000	0.020790	-0.374771
0.083000	0.020445	-0.336243
0.084000	0.020107	-0.301381
0.085000	0.019778	-0.310526
0.086000	0.019476	-0.311772
0.087000	0.019133	-0.329917
0.088000	0.018792	-0.317388
0.089000	0.018456	-0.356247
0.090000	0.018107	-0.405631
0.091000	0.017702	-0.426946
0.092000	0.017287	-0.460566
