0.010000
-619.197572	0.000000
-619.197572	5.093331
-647.944543	31.077783
-662.706675	45.783703
-656.753719	40.549593
-641.868655	26.789716
-635.060390	20.087067
-638.767108	23.148157
-643.395682	27.473103
-643.325735	27.540864
-640.199232	24.636214
-638.246643	22.909269
-640.918190	25.452135
-646.247270	30.431789
-648.485722	32.485987
-644.971096	29.309911
-640.906533	25.565934
-641.157541	25.607895
-643.083480	27.345599
-643.547173	27.857296
-642.672295	27.048639
-641.364928	25.773002
-640.331168	24.816304
-640.738348	25.281171
-643.109710	27.520781
-645.311556	29.573889
-645.119319	29.405713
-643.177852	27.680181
-642.482952	26.961465
-642.720896	27.036633
-641.839003	26.297742
-641.490562	26.009830
-642.640844	27.092100
-644.057663	28.376035
-643.862012	28.229231
-642.572693	27.040126
-641.604815	26.031551
-640.782938	25.228102
-640.650407	25.202747
-642.430676	26.891176
-644.787605	29.130432
-645.711661	30.047147
-644.837959	29.274197
-643.408999	27.854638
-641.725728	26.148261
-639.864933	24.394416
-639.413321	24.003873
-641.178146	25.681308
-643.769410	28.163026
-645.119509	29.414667
-643.908869	28.333633
-642.096314	26.711795
-642.412604	26.934127
-643.708015	28.040484
-643.379885	27.737706
-641.700948	26.207555
-640.875668	25.437500
-641.704985	26.150031
-642.900390	27.339321
-643.861622	28.230730
-643.657586	28.062971
-642.911461	27.424823
-642.974906	27.427029
-643.123745	27.528478
-642.727968	27.191497
-642.387506	26.784418
-641.688891	26.182698
-641.974492	26.517304
-643.598046	27.949351
-643.785899	28.095948
-641.997749	26.479235
-640.904094	25.534628
-642.365694	26.786266
-643.738327	28.113537
-643.754944	28.186028
-643.137363	27.601247
-642.509722	26.968068
-642.047359	26.517492
-642.036563	26.509193
-642.555556	27.016062
-643.460886	27.889323
-644.159322	28.515734
-643.820653	28.253757
-643.249126	27.699469
-642.714875	27.159686
-642.123694	26.594708
-641.755618	26.236287
-641.856242	26.358889
-642.664645	27.115326
-643.413939	27.783939
-642.979789	27.373776
-641.687736	26.181222
-641.061706	25.629780
-642.130607	26.638130
-643.870691	28.217146
-643.958039	28.304384
-642.539846	27.085330
-642.278744	26.814515
-643.293281	27.723228
-643.721688	27.995472
-641.748829	26.232016
-640.305369	24.979810
-641.908216	26.362260
-643.763108	28.123210
-644.015099	28.386675
-642.764994	27.195661
-641.304647	25.881919
-641.634201	26.172959
-643.339542	27.795298
-644.870671	29.224503
-644.650827	29.002533
-642.798385	27.266901
-641.159379	25.672347
-640.717523	25.222095
-641.513510	25.992341
-642.846769	27.222532
-643.217491	27.651938
-643.110709	27.599856
-643.261644	27.706251
-643.181485	27.621921
-642.747879	27.198961
