809.093917	1173.000000	27678.012979	0.624151
808.399296	1173.000000	27414.439004	0.624151
808.091622	1173.000000	27151.926983	0.624151
808.154334	1173.000000	26891.776946	0.624151
808.556300	1173.000000	26633.661120	0.624151
809.253493	1173.000000	26378.860731	0.624151
810.190746	1173.000000	26125.947381	0.624151
811.305785	1173.000000	25876.294359	0.624151
812.533320	1173.000000	25629.779506	0.624151
813.808462	1173.000000	25387.131224	0.624151
815.071573	1173.000000	25145.364806	0.624151
816.271876	1173.000000	24907.383616	0.624151
817.369528	1173.000000	24673.898299	0.624151
818.337436	1173.000000	24444.170850	0.624151
819.161607	1173.000000	24216.080217	0.624151
819.842204	1173.000000	23993.250743	0.624151
820.393276	1173.000000	23774.823933	0.624151
820.839315	1173.000000	23559.943192	0.624151
821.213281	1173.000000	23347.085360	0.624151
821.554446	1173.000000	23134.796957	0.624151
821.906303	1173.000000	22924.108920	0.624151
822.315476	1173.000000	22716.305000	0.624151
822.829308	1173.000000	22509.972461	0.624151
823.494455	1173.000000	22300.513454	0.624151
824.355507	1173.000000	22090.460394	0.624151
825.452763	1173.000000	21880.300669	0.624151
826.822047	1173.000000	21669.679452	0.624151
828.495026	1173.000000	21458.004456	0.624151
830.498181	1173.000000	21243.646582	0.624151
832.851841	1173.000000	21025.630869	0.624151
835.570141	1173.000000	20802.207761	0.624151
838.661289	1173.000000	20574.896661	0.624151
842.126425	1173.000000	20343.167717	0.624151
845.957945	1173.000000	20108.793381	0.624151
850.140496	1173.000000	19872.362566	0.624151
854.651618	1173.000000	19632.421619	0.624151
859.461231	1173.000000	19390.389434	0.624151
864.530930	1173.000000	19145.738446	0.624151
869.815262	1173.000000	18896.763894	0.624151
875.262035	1173.000000	18643.536824	0.624151
880.811425	1173.000000	18390.065187	0.624151
886.398148	1173.000000	18135.987432	0.624151
891.953020	1173.000000	17879.885027	0.624151
897.403825	1173.000000	17623.292743	0.624151
902.676578	1173.000000	17366.983116	0.624151
907.696531	1173.000000	17111.620170	0.624151
912.391491	1173.000000	16858.457587	0.624151
916.693490	1173.000000	16610.349386	0.624151
920.539855	1173.000000	16368.001968	0.624151
923.875499	1173.000000	16131.879228	0.624151
926.653571	1173.000000	15902.078971	0.624151
928.836502	1173.000000	15678.612203	0.624151
930.398019	1173.000000	15462.841960	0.624151
931.324892	1173.000000	15251.581206	0.624151
931.616221	1173.000000	15044.960661	0.624151
931.283236	1173.000000	14845.554794	0.624151
930.351129	1173.000000	14653.456004	0.624151
928.858852	1173.000000	14470.238003	0.624151
926.858573	1173.000000	14292.814022	0.624151
924.415271	1173.000000	14123.261461	0.624151
921.603775	1173.000000	13961.112443	0.624151
918.508062	1173.000000	13804.490897	0.624151
915.219317	1173.000000	13652.941220	0.624151
911.833180	1173.000000	13505.387447	0.624151
908.447684	1173.000000	13360.239728	0.624151
905.160753	1173.000000	13217.273868	0.624151
902.067173	1173.000000	13075.369766	0.624151
899.255335	1173.000000	12933.690087	0.624151
896.805567	1173.000000	12791.177542	0.624151
894.788156	1173.000000	12648.327158	0.624151
893.261453	1173.000000	12503.858757	0.624151
892.271084	1173.000000	12357.885747	0.624151
891.848761	1173.000000	12209.223375	0.624151
892.011254	1173.000000	12058.184145	0.624151
892.761934	1173.000000	11905.917958	0.624151
894.092036	1173.000000	11752.391497	0.624151
895.980341	1173.000000	11597.157074	0.624151
898.392948	1173.000000	11442.429410	0.624151
901.283636	1173.000000	11289.872192	0.624151
904.596018	1173.000000	11140.962502	0.624151
908.265223	1173.000000	10995.652004	0.624151
912.218342	1173.000000	10855.586883	0.624151
916.375551	1173.000000	10723.386477	0.624151
920.651401	1173.000000	10596.925336	0.624151
924.957236	1173.000000	10479.835032	0.624151
929.203413	1173.000000	10373.525348	0.624151
933.301792	1173.000000	10279.051740	0.624151
937.168824	1173.000000	10196.953241	0.624151
940.726587	1173.000000	10127.158367	0.624151
943.905398	1173.000000	10071.972051	0.624151
