0.100000	0.001000
32.000000	0.000000	0.000000	0.000000	0.000000
31.999317	0.000690	0.000000	0.000000	0.000000
31.997263	0.002756	0.000001	0.000000	0.000000
31.993827	0.006192	0.000003	0.000000	0.000000
31.988999	0.010987	0.000008	0.000000	0.000000
31.982765	0.017132	0.000021	0.000000	0.000000
31.975114	0.024618	0.000042	0.000000	0.000000
31.966039	0.033441	0.000078	0.000000	0.000000
31.955542	0.043603	0.000133	0.000001	0.000000
31.943633	0.055112	0.000213	0.000001	0.000000
31.930327	0.067982	0.000324	0.000002	0.000000
31.915650	0.082229	0.000473	0.000003	0.000000
31.899630	0.097869	0.000669	0.000006	0.000000
31.882294	0.114915	0.000918	0.000009	0.000000
31.863670	0.133371	0.001226	0.000013	0.000000
31.843775	0.153230	0.001601	0.000019	0.000000
31.822621	0.174468	0.002049	0.000027	0.000000
31.800209	0.197051	0.002575	0.000037	0.000000
31.776532	0.220925	0.003187	0.000049	0.000001
31.751576	0.246032	0.003892	0.000065	0.000001
31.725323	0.272301	0.004699	0.000084	0.000001
31.697759	0.299664	0.005617	0.000106	0.000001
31.668875	0.328053	0.006656	0.000132	0.000001
31.638671	0.357410	0.007826	0.000162	0.000002
31.607162	0.387688	0.009133	0.000195	0.000002
31.574377	0.418853	0.010583	0.000231	0.000003
31.540359	0.450885	0.012177	0.000270	0.000003
31.505162	0.483777	0.013913	0.000313	0.000004
31.468851	0.517534	0.015790	0.000359	0.000004
31.431492	0.552163	0.017803	0.000409	0.000005
31.393148	0.587678	0.019949	0.000461	0.000005
31.353876	0.624086	0.022227	0.000515	0.000006
31.313717	0.661387	0.024635	0.000571	0.000007
31.272698	0.699572	0.027176	0.000627	0.000008
31.230826	0.738617	0.029848	0.000682	0.000008
31.188093	0.778488	0.032649	0.000736	0.000009
31.144474	0.819138	0.035575	0.000790	0.000010
31.099938	0.860515	0.038614	0.000843	0.000011
31.054454	0.902571	0.041752	0.000895	0.000012
31.007995	0.945262	0.044971	0.000945	0.000013
30.960551	0.988564	0.048255	0.000993	0.000014
30.912132	1.032474	0.051588	0.001038	0.000016
30.862772	1.077013	0.054963	0.001080	0.000017
30.812531	1.122229	0.058380	0.001119	0.000018
30.761490	1.168187	0.061842	0.001157	0.000019
30.709742	1.214965	0.065359	0.001196	0.000020
30.657391	1.262637	0.068935	0.001240	0.000021
30.604530	1.311266	0.072569	0.001291	0.000023
30.551241	1.360885	0.076247	0.001350	0.000025
30.497583	1.411496	0.079942	0.001414	0.000028
30.443588	1.463063	0.083614	0.001482	0.000030
30.389260	1.515513	0.087219	0.001552	0.000033
30.334580	1.568745	0.090710	0.001620	0.000035
30.279512	1.622640	0.094050	0.001688	0.000038
30.224011	1.677070	0.097214	0.001756	0.000040
30.168038	1.731915	0.100194	0.001829	0.000043
30.111563	1.787067	0.102996	0.001906	0.000046
30.054575	1.842444	0.105638	0.001990	0.000049
29.997088	1.897985	0.108137	0.002077	0.000051
29.939141	1.953657	0.110511	0.002163	0.000053
29.880798	2.009450	0.112763	0.002246	0.000055
29.822143	2.065373	0.114884	0.002321	0.000057
29.763273	2.121447	0.116853	0.002387	0.000060
29.704295	2.177701	0.118638	0.002446	0.000063
29.645311	2.234164	0.120206	0.002498	0.000065
29.586415	2.290861	0.121531	0.002547	0.000068
29.527683	2.347808	0.122595	0.002591	0.000070
29.469169	2.405004	0.123395	0.002630	0.000071
29.410900	2.462433	0.123939	0.002661	0.000072
29.352872	2.520058	0.124245	0.002680	0.000074
29.295060	2.577822	0.124335	0.002687	0.000075
29.237415	2.635652	0.124224	0.002683	0.000076
29.179879	2.693461	0.123918	0.002670	0.000076
29.122391	2.751159	0.123414	0.002652	0.000076
29.064900	2.808665	0.122696	0.002632	0.000076
29.007381	2.865918	0.121748	0.002610	0.000076
28.949835	2.922888	0.120558	0.002586	0.000075
28.892302	2.979583	0.119127	0.002556	0.000075
28.834860	3.036052	0.117480	0.002520	0.000075
28.777617	3.092379	0.115662	0.002479	0.000075
28.720702	3.148667	0.113737	0.002438	0.000073
28.664250	3.205019	0.111777	0.002406	0.000072
28.608389	3.261520	0.109850	0.002390	0.000071
28.553220	3.318209	0.108008	0.002396	0.000071
28.498808	3.375073	0.106274	0.002424	0.000072
28.445176	3.432033	0.104647	0.002471	0.000073
28.392304	3.488957	0.103099	0.002529	0.000074
28.340140	3.545664	0.101592	0.002591	0.000075
28.288605	3.601949	0.100091	0.002652	0.000075
28.237617	3.657603	0.098573	0.002713	0.000075
28.187099	3.712430	0.097042	0.002774	0.000075
28.136996	3.766265	0.095528	0.002840	0.000076
28.087285	3.818979	0.094078	0.002912	0.000076
28.037975	3.870489	0.092755	0.002990	0.000077
